Site,Parameter,Date..LT.,Year,Month,Day,Hour,NowCast.Conc.,AQI,AQI.Category,Raw.Conc.,Conc..Unit,Duration,QC.Name
Lima,PM2.5 - Principal,2020-03-03 12:00 AM,2020,3,3,0,13.4,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 01:00 AM,2020,3,3,1,13.7,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 02:00 AM,2020,3,3,2,11.8,49,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 03:00 AM,2020,3,3,3,12.4,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 04:00 AM,2020,3,3,4,11.7,49,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 05:00 AM,2020,3,3,5,10.8,45,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 06:00 AM,2020,3,3,6,11.9,50,Good,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 07:00 AM,2020,3,3,7,14.4,56,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 08:00 AM,2020,3,3,8,18.7,65,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 09:00 AM,2020,3,3,9,17.8,63,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 10:00 AM,2020,3,3,10,21.9,72,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 11:00 AM,2020,3,3,11,24.4,77,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 12:00 PM,2020,3,3,12,21.2,70,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 01:00 PM,2020,3,3,13,17.6,63,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 02:00 PM,2020,3,3,14,15.8,59,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 03:00 PM,2020,3,3,15,15.9,59,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 04:00 PM,2020,3,3,16,15.9,59,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-03 05:00 PM,2020,3,3,17,16.9,61,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 09:00 AM,2020,3,4,9,-999,-999,N/A,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 10:00 AM,2020,3,4,10,27.9,84,Moderate,31,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 11:00 AM,2020,3,4,11,25.8,80,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 12:00 PM,2020,3,4,12,23.8,76,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 01:00 PM,2020,3,4,13,19.5,67,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 02:00 PM,2020,3,4,14,17.8,63,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 03:00 PM,2020,3,4,15,15.3,58,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 04:00 PM,2020,3,4,16,13.1,53,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 05:00 PM,2020,3,4,17,11.5,48,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 06:00 PM,2020,3,4,18,15.7,59,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 07:00 PM,2020,3,4,19,19.3,66,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 08:00 PM,2020,3,4,20,21.6,71,Moderate,24,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 09:00 PM,2020,3,4,21,21.3,70,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 10:00 PM,2020,3,4,22,21.6,71,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-04 11:00 PM,2020,3,4,23,18.8,65,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 12:00 AM,2020,3,5,0,16.4,60,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 01:00 AM,2020,3,5,1,16.7,61,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 02:00 AM,2020,3,5,2,13.3,54,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 03:00 AM,2020,3,5,3,12.1,51,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 04:00 AM,2020,3,5,4,15,57,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 05:00 AM,2020,3,5,5,15.5,58,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 06:00 AM,2020,3,5,6,14.2,55,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 07:00 AM,2020,3,5,7,15.1,57,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 08:00 AM,2020,3,5,8,16,59,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 09:00 AM,2020,3,5,9,16.5,60,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 10:00 AM,2020,3,5,10,19.7,67,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 11:00 AM,2020,3,5,11,20.8,69,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 12:00 PM,2020,3,5,12,18.9,65,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 01:00 PM,2020,3,5,13,18.4,64,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 02:00 PM,2020,3,5,14,19.2,66,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 03:00 PM,2020,3,5,15,17.7,63,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 04:00 PM,2020,3,5,16,15.7,59,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 05:00 PM,2020,3,5,17,15.8,59,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 06:00 PM,2020,3,5,18,15.4,58,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 07:00 PM,2020,3,5,19,17,61,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 08:00 PM,2020,3,5,20,25,78,Moderate,33,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 09:00 PM,2020,3,5,21,25.5,79,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 10:00 PM,2020,3,5,22,25.7,80,Moderate,26,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-05 11:00 PM,2020,3,5,23,25.3,79,Moderate,25,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 12:00 AM,2020,3,6,0,26.1,80,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 01:00 AM,2020,3,6,1,21,70,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 02:00 AM,2020,3,6,2,16.5,60,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 03:00 AM,2020,3,6,3,13.2,53,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 04:00 AM,2020,3,6,4,12.1,51,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 05:00 AM,2020,3,6,5,10,42,Good,8,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 06:00 AM,2020,3,6,6,11,46,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 07:00 AM,2020,3,6,7,11,46,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 08:00 AM,2020,3,6,8,14.5,56,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 09:00 AM,2020,3,6,9,14.2,55,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 10:00 AM,2020,3,6,10,18.6,65,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 11:00 AM,2020,3,6,11,20.8,69,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 12:00 PM,2020,3,6,12,18.4,64,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 01:00 PM,2020,3,6,13,18.7,65,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 02:00 PM,2020,3,6,14,17.8,63,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 03:00 PM,2020,3,6,15,15.9,59,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 04:00 PM,2020,3,6,16,14.4,56,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 05:00 PM,2020,3,6,17,16.7,61,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 06:00 PM,2020,3,6,18,17.3,62,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 07:00 PM,2020,3,6,19,17.1,62,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 08:00 PM,2020,3,6,20,19.2,66,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 09:00 PM,2020,3,6,21,23.2,74,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 10:00 PM,2020,3,6,22,25.6,79,Moderate,28,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-06 11:00 PM,2020,3,6,23,26.3,81,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 12:00 AM,2020,3,7,0,29.1,87,Moderate,32,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 01:00 AM,2020,3,7,1,24,76,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 02:00 AM,2020,3,7,2,18.5,64,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 03:00 AM,2020,3,7,3,15.7,59,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 04:00 AM,2020,3,7,4,14.8,57,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 05:00 AM,2020,3,7,5,12.9,53,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 06:00 AM,2020,3,7,6,13.4,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 07:00 AM,2020,3,7,7,13.7,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 08:00 AM,2020,3,7,8,12.8,52,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 09:00 AM,2020,3,7,9,13.4,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 10:00 AM,2020,3,7,10,13.7,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 11:00 AM,2020,3,7,11,14.3,56,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 12:00 PM,2020,3,7,12,14.5,56,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 01:00 PM,2020,3,7,13,14.1,55,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 02:00 PM,2020,3,7,14,15.2,58,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 03:00 PM,2020,3,7,15,13.1,53,Moderate,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 04:00 PM,2020,3,7,16,13.1,53,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 05:00 PM,2020,3,7,17,14.7,56,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 06:00 PM,2020,3,7,18,15.2,58,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 07:00 PM,2020,3,7,19,15.9,59,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 08:00 PM,2020,3,7,20,18.6,65,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 09:00 PM,2020,3,7,21,19.8,67,Moderate,21,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 10:00 PM,2020,3,7,22,20.9,70,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-07 11:00 PM,2020,3,7,23,23.9,76,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 12:00 AM,2020,3,8,0,21.4,71,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 01:00 AM,2020,3,8,1,23.2,74,Moderate,25,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 02:00 AM,2020,3,8,2,21.6,71,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 03:00 AM,2020,3,8,3,18.8,65,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 04:00 AM,2020,3,8,4,12.4,52,Moderate,6,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 05:00 AM,2020,3,8,5,13.2,53,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 06:00 AM,2020,3,8,6,13.6,54,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 07:00 AM,2020,3,8,7,14.8,57,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 08:00 AM,2020,3,8,8,15.8,59,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 09:00 AM,2020,3,8,9,16.4,60,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 10:00 AM,2020,3,8,10,17.2,62,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 11:00 AM,2020,3,8,11,14.1,55,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 12:00 PM,2020,3,8,12,12,50,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 01:00 PM,2020,3,8,13,12,50,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 02:00 PM,2020,3,8,14,10,42,Good,8,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 03:00 PM,2020,3,8,15,9.5,40,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 04:00 PM,2020,3,8,16,10.7,45,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 05:00 PM,2020,3,8,17,12.3,51,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 06:00 PM,2020,3,8,18,12.1,51,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 07:00 PM,2020,3,8,19,12.5,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 08:00 PM,2020,3,8,20,14.2,55,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 09:00 PM,2020,3,8,21,14.6,56,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 10:00 PM,2020,3,8,22,14.8,57,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-08 11:00 PM,2020,3,8,23,14.4,56,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 12:00 AM,2020,3,9,0,13.2,53,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 01:00 AM,2020,3,9,1,12.1,51,Moderate,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 02:00 AM,2020,3,9,2,12.6,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 03:00 AM,2020,3,9,3,14.2,55,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 04:00 AM,2020,3,9,4,14.5,56,Moderate,15,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 05:00 AM,2020,3,9,5,15.4,58,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 06:00 AM,2020,3,9,6,18.9,65,Moderate,22,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 07:00 AM,2020,3,9,7,19.4,66,Moderate,20,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 08:00 AM,2020,3,9,8,23.2,74,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 09:00 AM,2020,3,9,9,25.1,78,Moderate,27,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 10:00 AM,2020,3,9,10,24,76,Moderate,23,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 11:00 AM,2020,3,9,11,19,66,Moderate,14,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 12:00 PM,2020,3,9,12,18,63,Moderate,17,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 01:00 PM,2020,3,9,13,18,63,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 02:00 PM,2020,3,9,14,17,61,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 03:00 PM,2020,3,9,15,14.5,56,Moderate,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 04:00 PM,2020,3,9,16,13.7,54,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 05:00 PM,2020,3,9,17,13.3,54,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 06:00 PM,2020,3,9,18,13.1,53,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 07:00 PM,2020,3,9,19,12,50,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 08:00 PM,2020,3,9,20,12,50,Good,12,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 09:00 PM,2020,3,9,21,10.5,44,Good,9,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 10:00 PM,2020,3,9,22,10.2,43,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-09 11:00 PM,2020,3,9,23,10.1,42,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 12:00 AM,2020,3,10,0,13,53,Moderate,16,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 01:00 AM,2020,3,10,1,12.8,52,Moderate,13,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 02:00 AM,2020,3,10,2,11.6,48,Good,10,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 03:00 AM,2020,3,10,3,11.3,47,Good,11,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 04:00 AM,2020,3,10,4,14.6,56,Moderate,18,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 05:00 AM,2020,3,10,5,16.8,61,Moderate,19,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2020-03-10 06:00 AM,2020,3,10,6,18.4,64,Moderate,20,UG/M3,1 Hr,Valid
